,Pressure (PSI),	Welding Time (ms),	Angle (Deg),	Force (N),	Current (A),	Thickness A (mm),	Thickness B (mm),	PullTest (N),	NuggetDiameter (mm)
22,0.9999999999999999,0.9999999999999999,0.0,0.7285941598933472,0.3006109509183839,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
23,0.9999999999999999,0.9999999999999999,0.0,0.7495376940609815,0.2763647539459286,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
24,0.9999999999999999,0.9999999999999999,0.0,0.7703522126177268,0.2580127358111983,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
25,0.9999999999999999,0.9999999999999999,0.0,0.7911667311744721,0.24698586454155189,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
26,0.9999999999999999,0.9999999999999999,0.0,0.8119382445275879,0.25938889247772795,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
27,0.9999999999999999,0.9999999999999999,0.0,0.8326237474734444,0.25242393455523515,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
28,0.9999999999999999,0.9999999999999999,0.0,0.85339526082656,0.24957765888932607,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
29,0.9999999999999999,0.9999999999999999,0.0,0.8740377585687868,0.2466961473485983,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
30,0.9999999999999999,0.9999999999999999,0.0,0.8946372511073841,0.26347429640809406,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
31,0.9999999999999999,0.9999999999999999,0.0,0.9151937384423516,0.2543951859964803,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
32,0.9999999999999999,0.9999999999999999,0.0,0.9357932309809487,0.24230536583647028,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
33,0.9999999999999999,0.9999999999999999,0.0,0.956263707908657,0.2276296239744892,0.0005357801697171915,0.0005052328822664843,0.6559073745507484,0.8971631205673758
34,0.9999999999999999,0.0,0.0,0.42575151593342797,0.2987297467127865,0.00048444793788799973,0.0005004814758501851,0.21384377416860023,0.3049645390070922
35,0.9999999999999999,0.0,0.0,0.4614028297423989,0.3132175639090679,0.00048444793788799973,0.0005004814758501851,0.21384377416860023,0.3049645390070922
36,0.9999999999999999,0.0,0.0,0.49701113834774013,0.2781539533672772,0.00048444793788799973,0.0005004814758501851,0.21384377416860023,0.3049645390070922
37,0.9999999999999999,0.0,0.0,0.5326194469530814,0.2677574127471649,0.0005421966986958405,0.0005242385079316811,0.17390018652472594,0.23758865248226946
38,0.9999999999999999,0.0,0.0,0.5682707607620523,0.32052900793394445,0.0005421966986958405,0.0005242385079316811,0.17390018652472594,0.23758865248226946
39,0.9999999999999999,0.0,0.0,0.6038790693673934,0.33568630675178085,0.0005421966986958405,0.0005242385079316811,0.17390018652472594,0.23758865248226946
40,0.9999999999999999,0.9999999999999999,0.0,0.42575151593342797,0.2569047633030109,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
41,0.9999999999999999,0.9999999999999999,0.0,0.4614028297423989,0.2602110628901639,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
42,0.9999999999999999,0.9999999999999999,0.0,0.49701113834774013,0.257736721458452,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
43,0.9999999999999999,0.9999999999999999,0.0,0.5326194469530814,0.23691819208641401,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
44,0.9999999999999999,0.9999999999999999,0.0,0.5683137659656818,0.23992694428620928,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
45,0.9999999999999999,0.9999999999999999,0.0,0.6040080849782824,0.24698586454155189,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
46,0.9999999999999999,0.9999999999999999,0.0,0.639702403990883,0.2417122286103558,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
47,0.9999999999999999,0.9999999999999999,0.0,0.6753107125962242,0.22120103436868077,0.0004940727313559731,0.0005020652779889514,0.6257904553932941,0.8687943262411346
